REGION NUMBER, REGION NAME, DISTRICT NUMBER, DISTRICT NAME, CENTRE NUMBER, CENTRE NAME, SUBJECT NAME,SUBJECT CODE, SUBJECT PAPER, TOTAL REGISTERED, PAPER ENCLOSED,ENVELOPES NUMBER, EACH ENVELOPE, LAST ENVOLOPE
20,TANGA,2010,KOROGWE (M),S0209,KOROGWE GIRLS SECONDARY SCHOOL,PHYSICS,131,131/3A,87,89,3,30,29
20,TANGA,2011,PANGANI,S3397,TONGANI SECONDARY SCHOOL,PHYSICS,131,131/3A,20,22,1,22,22
21,MANYARA,2104,MBULU,S0947,DR. OLSEN SECONDARY SCHOOL,PHYSICS,131,131/3A,48,50,2,25,25
21,MANYARA,2106,BABATI (M),S1093,ALDERSGATE SECONDARY SCHOOL,PHYSICS,131,131/3A,7,9,1,9,9
21,MANYARA,2106,BABATI (M),S4875,HAYATUL ISLAMIYA SECONDARY SCHOOL,PHYSICS,131,131/3A,14,16,1,16,16
21,MANYARA,2107,MBULU (M),S0168,SANU SEMINARY,PHYSICS,131,131/3A,14,16,1,16,16
21,MANYARA,2107,MBULU (M),S0368,IMBORU SECONDARY SCHOOL,PHYSICS,131,131/3A,17,19,1,19,19
22,MJINI MAGHARIBI,2201,MAGHARIBI B,S0272,AL-IHSAN GIRLS SECONDARY SCHOOL,PHYSICS,131,131/3A,11,13,1,13,13
22,MJINI MAGHARIBI,2201,MAGHARIBI B,S0995,SOS HERMANN GMEINER SCHOOL,PHYSICS,131,131/3A,21,23,1,23,23
22,MJINI MAGHARIBI,2201,MAGHARIBI B,S1119,ZANZIBAR COMMERCIAL SECONDARY SCHOOL,PHYSICS,131,131/3A,9,11,1,11,11
22,MJINI MAGHARIBI,2201,MAGHARIBI B,S3000,KIEMBESAMAKI "A" ISLAMIC SECONDARY SCHOOL,PHYSICS,131,131/3A,62,64,2,32,32
22,MJINI MAGHARIBI,2201,MAGHARIBI B,S5249,ZANZIBAR FEZA SECONDARY SCHOOL,PHYSICS,131,131/3A,39,41,2,21,20
22,MJINI MAGHARIBI,2203,MAGHARIBI A,S5114,SUZA SECONDARY SCHOOL,PHYSICS,131,131/3A,37,39,1,39,39
22,MJINI MAGHARIBI,2204,MJINI,S0326,LUMUMBA SECONDARY SCHOOL,PHYSICS,131,131/3A,55,57,2,29,28
22,MJINI MAGHARIBI,2204,MJINI,S0382,TUMEKUJA SECONDARY SCHOOL,PHYSICS,131,131/3A,61,63,2,32,31
22,MJINI MAGHARIBI,2204,MJINI,S0383,BEN BELLA SECONDARY SCHOOL,PHYSICS,131,131/3A,78,80,2,40,40
22,MJINI MAGHARIBI,2204,MJINI,S5171,MPENDAE SECONDARY SCHOOL,PHYSICS,131,131/3A,63,65,2,33,32
23,KUSINI PEMBA,2301,CHAKECHAKE,S0309,FIDEL CASTRO SECONDARY SCHOOL,PHYSICS,131,131/3A,79,81,3,27,27
23,KUSINI PEMBA,2301,CHAKECHAKE,S5047,MADUNGU SECONDARY SCHOOL,PHYSICS,131,131/3A,31,33,1,33,33
24,GEITA,2401,BUKOMBE,S0752,RUNZEWE SECONDARY SCHOOL,PHYSICS,131,131/3A,75,77,2,39,38
24,GEITA,2403,GEITA (M),S0706,KALANGALALA SECONDARY SCHOOL,PHYSICS,131,131/3A,51,53,2,27,26
24,GEITA,2403,GEITA (M),S2178,GOLDEN RIDGE SECONDARY SCHOOL,PHYSICS,131,131/3A,38,40,1,40,40
24,GEITA,2403,GEITA (M),S3794,NYANKUMBU SECONDARY SCHOOL,PHYSICS,131,131/3A,62,64,2,32,32
24,GEITA,2403,GEITA (M),S4854,GEITA ADVENTIST SECONDARY SCHOOL,PHYSICS,131,131/3A,13,15,1,15,15
24,GEITA,2403,GEITA (M),S5122,WAJA GIRLS  SECONDARY SCHOOL,PHYSICS,131,131/3A,71,73,2,37,36
24,GEITA,2403,GEITA (M),S5244,WAJA BOYS SECONDARY SCHOOL,PHYSICS,131,131/3A,32,34,1,34,34
25,KATAVI,2501,MPANDA (V),S4192,KABUNGU SECONDARY SCHOOL,PHYSICS,131,131/3A,64,66,2,33,33
25,KATAVI,2502,MPANDA (M),S0228,MPANDA GIRLS SECONDARY SCHOOL,PHYSICS,131,131/3A,72,74,2,37,37
26,NJOMBE,2603,LUDEWA,S0527,ULAYASI SECONDARY SCHOOL,PHYSICS,131,131/3A,27,29,1,29,29
26,NJOMBE,2604,MAKETE,S0444,ITAMBA SECONDARY SCHOOL,PHYSICS,131,131/3A,2,4,1,4,4
26,NJOMBE,2607,MAKAMBAKO (M),S0427,MAKAMBAKO SECONDARY SCHOOL,PHYSICS,131,131/3A,50,52,2,26,26
26,NJOMBE,2608,NJOMBE (M),S0143,NJOMBE SECONDARY SCHOOL,PHYSICS,131,131/3A,82,84,3,28,28
26,NJOMBE,2608,NJOMBE (M),S0190,ST.JOSEPH-KILOCHA SEMINARY,PHYSICS,131,131/3A,8,10,1,10,10
26,NJOMBE,2608,NJOMBE (M),S4260,ILOWOLA SECONDARY SCHOOL,PHYSICS,131,131/3A,5,7,1,7,7
26,NJOMBE,2609,NJOMBE (V),S0271,MANYUNYU SECONDARY SCHOOL,PHYSICS,131,131/3A,58,60,2,30,30
26,NJOMBE,2610,WANGING'OMBE,S0167,KIDUGALA LUTHERAN SEMINARY,PHYSICS,131,131/3A,15,17,1,17,17
27,SIMIYU,2701,BARIADI (V),S0970,DUTWA SECONDARY SCHOOL,PHYSICS,131,131/3A,21,23,1,23,23
27,SIMIYU,2702,BUSEGA,S3886,SIMBA WA YUDA,PHYSICS,131,131/3A,14,16,1,16,16
27,SIMIYU,2703,MASWA,S0227,MASWA GIRLS SECONDARY SCHOOL,PHYSICS,131,131/3A,85,87,3,29,29
27,SIMIYU,2703,MASWA,S0710,BINZA SECONDARY SCHOOL,PHYSICS,131,131/3A,83,85,3,29,28
27,SIMIYU,2704,MEATU,S0641,MEATU SECONDARY SCHOOL,PHYSICS,131,131/3A,32,34,1,34,34
27,SIMIYU,2705,BARIADI (M),S0712,BARIADI SECONDARY SCHOOL,PHYSICS,131,131/3A,87,89,3,30,29
27,SIMIYU,2706,ITILIMA,S0885,KANADI SECONDARY SCHOOL,PHYSICS,131,131/3A,22,24,1,24,24
30,KASKAZINI PEMBA,3001,MICHEWENI,S1291,PEMBA ISLAMIC COLLEGE,PHYSICS,131,131/3A,4,6,1,6,6
30,KASKAZINI PEMBA,3002,WETE,S5150,CHASASA SECONDARY SCHOOL,PHYSICS,131,131/3A,37,39,1,39,39
31,SONGWE,3106,MBOZI,S3630,HOLLYWOOD SECONDARY SCHOOL,PHYSICS,131,131/3A,24,26,1,26,26
31,SONGWE,3106,MBOZI,S4087,WIZA SECONDARY SCHOOL,PHYSICS,131,131/3A,63,65,2,33,32
31,SONGWE,3106,MBOZI,S4803,NDYUDA SECONDARY SCHOOL,PHYSICS,131,131/3A,8,10,1,10,10
31,SONGWE,3107,ILEJE,S0581,ILEJE SECONDARY SCHOOL,PHYSICS,131,131/3A,60,62,2,31,31
1,ARUSHA,101,ARUSHA (V),S0110,ILBORU SECONDARY SCHOOL,PHYSICS,131,131/3B,91,93,3,31,31
1,ARUSHA,103,KARATU,S0364,KARATU SECONDARY SCHOOL,PHYSICS,131,131/3B,88,90,3,30,30
2,DAR ES SALAAM,201,ILALA,S0101,AZANIA SECONDARY SCHOOL,PHYSICS,131,131/3B,61,63,2,32,31
2,DAR ES SALAAM,201,ILALA,S0147,PUGU SECONDARY SCHOOL,PHYSICS,131,131/3B,73,75,2,38,37
2,DAR ES SALAAM,201,ILALA,S0347,TAMBAZA SECONDARY SCHOOL,PHYSICS,131,131/3B,90,92,3,31,30
2,DAR ES SALAAM,201,ILALA,S0960,BENJAMIN WILLIAM MKAPA HIGH SCHOOL,PHYSICS,131,131/3B,81,83,3,28,27
2,DAR ES SALAAM,201,ILALA,S2499,TUSIIME SECONDARY SCHOOL,PHYSICS,131,131/3B,87,89,3,30,29
2,DAR ES SALAAM,201,ILALA,S4692,ST.JOSEPH'S CATHEDRAL SECONDARY SCHOOL,PHYSICS,131,131/3B,67,69,2,35,34
3,DODOMA,302,DODOMA (M),S0103,BIHAWANA SECONDARY SCHOOL,PHYSICS,131,131/3B,77,79,2,40,39
3,DODOMA,307,KONDOA (M),S0229,KONDOA GIRLS SECONDARY SCHOOL,PHYSICS,131,131/3B,58,60,2,30,30
4,IRINGA,402,IRINGA (V),S0108,IFUNDA TECHNICAL SECONDARY SCHOOL,PHYSICS,131,131/3B,85,87,3,29,29
4,IRINGA,402,IRINGA (V),S0158,TOSAMAGANGA SECONDARY SCHOOL,PHYSICS,131,131/3B,71,73,2,37,36
4,IRINGA,402,IRINGA (V),S0276,IFUNDA GIRLS SECONDARY SCHOOL,PHYSICS,131,131/3B,63,65,2,33,32
5,KAGERA,501,BIHARAMULO,S0405,BIHARAMULO SECONDARY SCHOOL,PHYSICS,131,131/3B,51,53,2,27,26
5,KAGERA,503,BUKOBA (M),S0109,IHUNGO SECONDARY SCHOOL,PHYSICS,131,131/3B,82,84,3,28,28
5,KAGERA,503,BUKOBA (M),S0115,KAHORORO SECONDARY SCHOOL,PHYSICS,131,131/3B,69,71,2,36,35
6,KIGOMA,602,KIBONDO,S0769,MALAGARASI SECONDARY SCHOOL,PHYSICS,131,131/3B,58,60,2,30,30
7,KILIMANJARO,701,HAI,S0125,LYAMUNGO SECONDARY SCHOOL,PHYSICS,131,131/3B,55,57,2,29,28
7,KILIMANJARO,701,HAI,S1288,HAI SECONDARY SCHOOL,PHYSICS,131,131/3B,54,56,2,28,28
7,KILIMANJARO,702,MOSHI (V),S0221,WERUWERU SECONDARY SCHOOL,PHYSICS,131,131/3B,53,55,2,28,27
7,KILIMANJARO,702,MOSHI (V),S1522,SCOLASTICA SECONDARY SCHOOL,PHYSICS,131,131/3B,57,59,2,30,29
7,KILIMANJARO,703,MOSHI (M),S0134,MOSHI SECONDARY SCHOOL,PHYSICS,131,131/3B,72,74,2,37,37
7,KILIMANJARO,703,MOSHI (M),S0135,MOSHI TECHNICAL SECONDARY SCHOOL,PHYSICS,131,131/3B,85,87,3,29,29
7,KILIMANJARO,703,MOSHI (M),S0485,MAJENGO SECONDARY SCHOOL,PHYSICS,131,131/3B,91,93,3,31,31
7,KILIMANJARO,703,MOSHI (M),S1187,ST.MARY GORETI SECONDARY SCHOOL,PHYSICS,131,131/3B,58,60,2,30,30
7,KILIMANJARO,705,ROMBO,S0818,TARAKEA SECONDARY SCHOOL,PHYSICS,131,131/3B,58,60,2,30,30
7,KILIMANJARO,706,SAME,S0150,SAME SECONDARY SCHOOL,PHYSICS,131,131/3B,97,99,3,33,33
9,MARA,909,TARIME (M),S0352,TARIME SECONDARY SCHOOL,PHYSICS,131,131/3B,59,61,2,31,30
10,MBEYA,1003,KYELA,S0757,KYELA SECONDARY SCHOOL,PHYSICS,131,131/3B,55,57,2,29,28
10,MBEYA,1004,MBEYA (V),S0867,PANDAHILL SECONDARY SCHOOL,PHYSICS,131,131/3B,70,72,2,36,36
10,MBEYA,1005,MBEYA (M),S0112,IYUNGA TECHNICAL SECONDARY SCHOOL,PHYSICS,131,131/3B,91,93,3,31,31
10,MBEYA,1005,MBEYA (M),S0211,LOLEZA SECONDARY SCHOOL,PHYSICS,131,131/3B,85,87,3,29,29
10,MBEYA,1005,MBEYA (M),S3905,UWATA SECONDARY SCHOOL,PHYSICS,131,131/3B,53,55,2,28,27
10,MBEYA,1009,RUNGWE,S0149,RUNGWE SECONDARY SCHOOL,PHYSICS,131,131/3B,99,101,3,34,33
10,MBEYA,1009,RUNGWE,S1043,TUKUYU SECONDARY SCHOOL,PHYSICS,131,131/3B,65,67,2,34,33
11,MOROGORO,1106,MVOMERO,S0140,MZUMBE SECONDARY SCHOOL,PHYSICS,131,131/3B,60,62,2,31,31
11,MOROGORO,1107,ULANGA,S0123,KWIRO SECONDARY SCHOOL,PHYSICS,131,131/3B,65,67,2,34,33
12,MTWARA,1201,MASASI,S0338,NDANDA SECONDARY SCHOOL,PHYSICS,131,131/3B,92,94,3,32,31
13,MWANZA,1301,ILEMELA,S0104,BWIRU BOYS SECONDARY SCHOOL,PHYSICS,131,131/3B,50,52,2,26,26
13,MWANZA,1301,ILEMELA,S0202,BWIRU GIRLS SECONDARY SCHOOL,PHYSICS,131,131/3B,65,67,2,34,33
13,MWANZA,1303,MAGU,S0539,MAGU SECONDARY SCHOOL,PHYSICS,131,131/3B,75,77,2,39,38
13,MWANZA,1304,MWANZA JIJI,S0144,NSUMBA SECONDARY SCHOOL,PHYSICS,131,131/3B,89,91,3,31,30
13,MWANZA,1304,MWANZA JIJI,S0216,NGANZA SECONDARY SCHOOL,PHYSICS,131,131/3B,73,75,2,38,37
13,MWANZA,1304,MWANZA JIJI,S0333,MWANZA SECONDARY SCHOOL,PHYSICS,131,131/3B,67,69,2,35,34
13,MWANZA,1304,MWANZA JIJI,S0823,THAQAAFA SECONDARY SCHOOL,PHYSICS,131,131/3B,56,58,2,29,29
13,MWANZA,1304,MWANZA JIJI,S1051,MKOLANI SECONDARY SCHOOL,PHYSICS,131,131/3B,55,57,2,29,28
13,MWANZA,1307,SENGEREMA,S0151,SENGEREMA SECONDARY SCHOOL,PHYSICS,131,131/3B,71,73,2,37,36
14,PWANI,1401,BAGAMOYO,S0351,BAGAMOYO SECONDARY SCHOOL,PHYSICS,131,131/3B,61,63,2,32,31
14,PWANI,1401,BAGAMOYO,S1599,BAOBAB SECONDARY SCHOOL,PHYSICS,131,131/3B,56,58,2,29,29
14,PWANI,1402,KIBAHA (V),S0369,RUVU SECONDARY SCHOOL,PHYSICS,131,131/3B,57,59,2,30,29
14,PWANI,1402,KIBAHA (V),S0870,KILANGALANGA SECONDARY SCHOOL,PHYSICS,131,131/3B,61,63,2,32,31
14,PWANI,1405,KISARAWE,S0133,MINAKI SECONDARY SCHOOL,PHYSICS,131,131/3B,91,93,3,31,31
14,PWANI,1407,CHALINZE,S0549,LUGOBA SECONDARY SCHOOL,PHYSICS,131,131/3B,84,86,3,29,28
14,PWANI,1407,CHALINZE,S5145,MIONO  SECONDARY SCHOOL,PHYSICS,131,131/3B,60,62,2,31,31
14,PWANI,1408,KIBITI,S0413,KIBITI SECONDARY SCHOOL,PHYSICS,131,131/3B,86,88,3,30,29
16,RUVUMA,1601,MBINGA (V),S0120,KIGONSERA SECONDARY SCHOOL,PHYSICS,131,131/3B,95,97,3,33,32
16,RUVUMA,1604,SONGEA (M),S0153,SONGEA BOYS SECONDARY SCHOOL,PHYSICS,131,131/3B,86,88,3,30,29
16,RUVUMA,1604,SONGEA (M),S0219,SONGEA GIRLS SECONDARY SCHOOL,PHYSICS,131,131/3B,64,66,2,33,33
18,SINGIDA,1805,SINGIDA (M),S0334,MWENGE SECONDARY SCHOOL,PHYSICS,131,131/3B,95,97,3,33,32
19,TABORA,1903,TABORA (M),S0132,MILAMBO SECONDARY SCHOOL,PHYSICS,131,131/3B,74,76,2,38,38
19,TABORA,1903,TABORA (M),S0155,TABORA BOYS SECONDARY SCHOOL,PHYSICS,131,131/3B,55,57,2,29,28
19,TABORA,1903,TABORA (M),S0314,KAZIMA SECONDARY SCHOOL,PHYSICS,131,131/3B,68,70,2,35,35
20,TANGA,2007,TANGA (M),S0156,TANGA TECHNICAL SECONDARY SCHOOL,PHYSICS,131,131/3B,77,79,2,40,39
20,TANGA,2007,TANGA (M),S0345,USAGARA SECONDARY SCHOOL,PHYSICS,131,131/3B,64,66,2,33,33
22,MJINI MAGHARIBI,2204,MJINI,S0326,LUMUMBA SECONDARY SCHOOL,PHYSICS,131,131/3B,55,57,2,29,28
24,GEITA,2403,GEITA (M),S0706,KALANGALALA SECONDARY SCHOOL,PHYSICS,131,131/3B,50,52,2,26,26
25,KATAVI,2502,MPANDA (M),S0228,MPANDA GIRLS SECONDARY SCHOOL,PHYSICS,131,131/3B,72,74,2,37,37
26,NJOMBE,2608,NJOMBE (M),S0143,NJOMBE SECONDARY SCHOOL,PHYSICS,131,131/3B,82,84,3,28,28
31,SONGWE,3107,ILEJE,S0581,ILEJE SECONDARY SCHOOL,PHYSICS,131,131/3B,59,61,2,31,30
2,DAR ES SALAAM,201,ILALA,S0147,PUGU SECONDARY SCHOOL,PHYSICS,131,131/3C,73,75,2,38,37
4,IRINGA,402,IRINGA (V),S0108,IFUNDA TECHNICAL SECONDARY SCHOOL,PHYSICS,131,131/3C,85,87,3,29,29
4,IRINGA,402,IRINGA (V),S0158,TOSAMAGANGA SECONDARY SCHOOL,PHYSICS,131,131/3C,71,73,2,37,36
5,KAGERA,503,BUKOBA (M),S0115,KAHORORO SECONDARY SCHOOL,PHYSICS,131,131/3C,69,71,2,36,35
7,KILIMANJARO,703,MOSHI (M),S0134,MOSHI SECONDARY SCHOOL,PHYSICS,131,131/3C,71,73,2,37,36
7,KILIMANJARO,703,MOSHI (M),S0485,MAJENGO SECONDARY SCHOOL,PHYSICS,131,131/3C,91,93,3,31,31
10,MBEYA,1004,MBEYA (V),S0867,PANDAHILL SECONDARY SCHOOL,PHYSICS,131,131/3C,70,72,2,36,36
10,MBEYA,1005,MBEYA (M),S0112,IYUNGA TECHNICAL SECONDARY SCHOOL,PHYSICS,131,131/3C,90,92,3,31,30
13,MWANZA,1304,MWANZA JIJI,S0144,NSUMBA SECONDARY SCHOOL,PHYSICS,131,131/3C,88,90,3,30,30
13,MWANZA,1304,MWANZA JIJI,S0333,MWANZA SECONDARY SCHOOL,PHYSICS,131,131/3C,67,69,2,35,34
13,MWANZA,1307,SENGEREMA,S0151,SENGEREMA SECONDARY SCHOOL,PHYSICS,131,131/3C,71,73,2,37,36
19,TABORA,1903,TABORA (M),S0132,MILAMBO SECONDARY SCHOOL,PHYSICS,131,131/3C,73,75,2,38,37
26,NJOMBE,2608,NJOMBE (M),S0143,NJOMBE SECONDARY SCHOOL,PHYSICS,131,131/3C,81,83,3,28,27
1,ARUSHA,101,ARUSHA (V),S0110,ILBORU SECONDARY SCHOOL,CHEMISTRY,132,132/1,151,153,6,26,25
1,ARUSHA,101,ARUSHA (V),S0454,ST.JOSEPH NGARENARO SEC. SCHOOL,CHEMISTRY,132,132/1,4,6,1,6,6
1,ARUSHA,101,ARUSHA (V),S1178,ARUSHA MODERN SECONDARY SCHOOL,CHEMISTRY,132,132/1,51,53,2,27,26
1,ARUSHA,101,ARUSHA (V),S1600,BISHOP DURNING HIGH SCHOOL,CHEMISTRY,132,132/1,87,89,3,30,29
1,ARUSHA,101,ARUSHA (V),S4014,WINNING SPIRIT SECONDARY SCHOOL,CHEMISTRY,132,132/1,32,34,2,17,17
1,ARUSHA,101,ARUSHA (V),S4039,ST. THERESA OF THE CHILD JESUS,CHEMISTRY,132,132/1,30,32,2,16,16
1,ARUSHA,101,ARUSHA (V),S4746,CORNERSTONE LEADERSHIP SECONDARY SCHOOL,CHEMISTRY,132,132/1,28,30,1,30,30
1,ARUSHA,102,ARUSHA (M),S0629,EDMUND-RICE-SINON SECONDARY SCHOOL,CHEMISTRY,132,132/1,95,97,4,25,24
1,ARUSHA,102,ARUSHA (M),S2295,SAKINA SECONDARY SCHOOL,CHEMISTRY,132,132/1,3,5,1,5,5
1,ARUSHA,102,ARUSHA (M),S5333,ADILI SECONDARY SCHOOL,CHEMISTRY,132,132/1,9,11,1,11,11
1,ARUSHA,103,KARATU,S0364,KARATU SECONDARY SCHOOL,CHEMISTRY,132,132/1,274,276,10,28,27
1,ARUSHA,103,KARATU,S1285,FLORIAN SECONDARY SCHOOL,CHEMISTRY,132,132/1,117,119,4,30,29
1,ARUSHA,103,KARATU,S1822,ANNAGAMAZO SECONDARY SCHOOL,CHEMISTRY,132,132/1,13,15,1,15,15
1,ARUSHA,104,LONGIDO,S0857,LONGIDO SECONDARY SCHOOL,CHEMISTRY,132,132/1,130,132,5,27,26
1,ARUSHA,104,LONGIDO,S5159,SUMA ENGIKARETH SECONDARY SCHOOL,CHEMISTRY,132,132/1,14,16,1,16,16
1,ARUSHA,105,MERU,S0198,AILANGA LUTHERAN JUNIOR SEMINARY,CHEMISTRY,132,132/1,39,41,2,21,20
1,ARUSHA,105,MERU,S0329,MAKUMIRA SECONDARY SCHOOL,CHEMISTRY,132,132/1,55,57,2,29,28
1,ARUSHA,105,MERU,S1061,MAKIBA SECONDARY SCHOOL,CHEMISTRY,132,132/1,46,48,2,24,24
1,ARUSHA,105,MERU,S1098,MAJI YA CHAI SECONDARY SCHOOL,CHEMISTRY,132,132/1,37,39,2,20,19
1,ARUSHA,105,MERU,S1198,TANZANIA ADVENTIST SECONDARY SCHOOL,CHEMISTRY,132,132/1,13,15,1,15,15
1,ARUSHA,105,MERU,S1268,KISIMIRI SECONDARY SCHOOL,CHEMISTRY,132,132/1,42,44,2,22,22
1,ARUSHA,105,MERU,S1626,MARIADO SECONDARY SCHOOL,CHEMISTRY,132,132/1,7,9,1,9,9
1,ARUSHA,105,MERU,S2421,STAR SECONDARY SCHOOL,CHEMISTRY,132,132/1,14,16,1,16,16
1,ARUSHA,105,MERU,S3646,ST. MARY'S DULUTI SECONDARY SCHOOL,CHEMISTRY,132,132/1,26,28,1,28,28
1,ARUSHA,105,MERU,S4459,JUDE  SECONDARY SCHOOL,CHEMISTRY,132,132/1,43,45,2,23,22
1,ARUSHA,105,MERU,S4759,HEBRON SECONDARY SCHOOL,CHEMISTRY,132,132/1,6,8,1,8,8
1,ARUSHA,106,MONDULI,S0246,MAASAE GIRLS LUTHERAN SECONDARY SCH,CHEMISTRY,132,132/1,30,32,2,16,16
1,ARUSHA,106,MONDULI,S0409,MORINGE SOKOINE SECONDARY SCHOOL,CHEMISTRY,132,132/1,31,33,2,17,16
1,ARUSHA,106,MONDULI,S4514,ORKEESWA SECONDARY SCHOOL,CHEMISTRY,132,132/1,15,17,1,17,17
1,ARUSHA,107,NGORONGORO,S1159,EMBARWAY SECONDARY SCHOOL,CHEMISTRY,132,132/1,59,61,3,21,20
1,ARUSHA,107,NGORONGORO,S1274,LOLIONDO SECONDARY SCHOOL,CHEMISTRY,132,132/1,33,35,2,18,17
1,ARUSHA,107,NGORONGORO,S4816,NAINOKANOKA SECONDARY SCHOOL,CHEMISTRY,132,132/1,36,38,2,19,19
2,DAR ES SALAAM,201,ILALA,S0101,AZANIA SECONDARY SCHOOL,CHEMISTRY,132,132/1,104,106,4,27,26
2,DAR ES SALAAM,201,ILALA,S0147,PUGU SECONDARY SCHOOL,CHEMISTRY,132,132/1,195,197,7,29,28
2,DAR ES SALAAM,201,ILALA,S0204,JANGWANI SECONDARY SCHOOL,CHEMISTRY,132,132/1,91,93,4,24,23
2,DAR ES SALAAM,201,ILALA,S0335,MZIZIMA SECONDARY SCHOOL,CHEMISTRY,132,132/1,2,4,1,4,4
2,DAR ES SALAAM,201,ILALA,S0342,SHAABAN ROBERT SECONDARY SCHOOL,CHEMISTRY,132,132/1,42,44,2,22,22
2,DAR ES SALAAM,201,ILALA,S0347,TAMBAZA SECONDARY SCHOOL,CHEMISTRY,132,132/1,217,219,8,28,27
2,DAR ES SALAAM,201,ILALA,S0437,AL-MUNTAZIR ISLAMIC SEMINARY,CHEMISTRY,132,132/1,26,28,1,28,28
2,DAR ES SALAAM,201,ILALA,S0493,AL-HARAMAIN ISLAMIC SEMINARY,CHEMISTRY,132,132/1,16,18,1,18,18
2,DAR ES SALAAM,201,ILALA,S0784,AIRWING SECONDARY SCHOOL,CHEMISTRY,132,132/1,51,53,2,27,26
2,DAR ES SALAAM,201,ILALA,S0960,BENJAMIN WILLIAM MKAPA HIGH SCHOOL,CHEMISTRY,132,132/1,163,165,6,28,27
2,DAR ES SALAAM,201,ILALA,S1383,MZINGA SECONDARY SCHOOL,CHEMISTRY,132,132/1,6,8,1,8,8
2,DAR ES SALAAM,201,ILALA,S2499,TUSIIME SECONDARY SCHOOL,CHEMISTRY,132,132/1,228,230,8,29,28
2,DAR ES SALAAM,201,ILALA,S3482,MWENYEHERI ANUARITE SECONDARY SCHOOL,CHEMISTRY,132,132/1,19,21,1,21,21
2,DAR ES SALAAM,201,ILALA,S4502,AFRICAN TABATA HIGH SCHOOL,CHEMISTRY,132,132/1,11,13,1,13,13
2,DAR ES SALAAM,201,ILALA,S4692,ST.JOSEPH'S CATHEDRAL SECONDARY SCHOOL,CHEMISTRY,132,132/1,126,128,5,26,25
2,DAR ES SALAAM,204,KINONDONI,S0189,FEZA BOYS' SECONDARY SCHOOL,CHEMISTRY,132,132/1,56,58,2,29,29
2,DAR ES SALAAM,204,KINONDONI,S0298,FEZA GIRLS' SECONDARY SCHOOL,CHEMISTRY,132,132/1,48,50,2,25,25
2,DAR ES SALAAM,204,KINONDONI,S0321,KINONDONI SECONDARY SCHOOL,CHEMISTRY,132,132/1,12,14,1,14,14
2,DAR ES SALAAM,204,KINONDONI,S0438,MASJID QUBAH MUSLIM SEMINARY,CHEMISTRY,132,132/1,14,16,1,16,16
2,DAR ES SALAAM,204,KINONDONI,S0622,KUNDUCHI GIRLS ISLAMIC HIGH SCHOOL,CHEMISTRY,132,132/1,10,12,1,12,12
2,DAR ES SALAAM,204,KINONDONI,S0731,MAKONGO SECONDARY SCHOOL,CHEMISTRY,132,132/1,39,41,2,21,20
2,DAR ES SALAAM,204,KINONDONI,S0738,RIDHWAA SEMINARY,CHEMISTRY,132,132/1,22,24,1,24,24
2,DAR ES SALAAM,204,KINONDONI,S0938,MBEZI BEACH SECONDARY SCHOOL,CHEMISTRY,132,132/1,32,34,2,17,17
2,DAR ES SALAAM,204,KINONDONI,S1474,WHITE LAKE SECONDARY SCHOOL,CHEMISTRY,132,132/1,14,16,1,16,16
2,DAR ES SALAAM,204,KINONDONI,S2325,CANOSSA SECONDARY SCHOOL,CHEMISTRY,132,132/1,90,92,4,23,23
2,DAR ES SALAAM,204,KINONDONI,S2549,ALPHA SECONDARY SCHOOL,CHEMISTRY,132,132/1,100,102,4,26,25
2,DAR ES SALAAM,204,KINONDONI,S5130,SHAMSIYE BOYS' SECONDARY SCHOOL,CHEMISTRY,132,132/1,20,22,1,22,22
2,DAR ES SALAAM,206,TEMEKE,S0496,JITEGEMEE SECONDARY SCHOOL,CHEMISTRY,132,132/1,167,169,6,29,28
2,DAR ES SALAAM,206,TEMEKE,S0534,ST.ANTHONY'S SECONDARY SCHOOL,CHEMISTRY,132,132/1,156,158,6,27,26
2,DAR ES SALAAM,206,TEMEKE,S0645,VITUKA SECONDARY SCHOOL,CHEMISTRY,132,132/1,6,8,1,8,8
2,DAR ES SALAAM,206,TEMEKE,S1011,CHANG'OMBE SECONDARY SCHOOL,CHEMISTRY,132,132/1,38,40,2,20,20
2,DAR ES SALAAM,206,TEMEKE,S1433,BALILI SECONDARY SCHOOL,CHEMISTRY,132,132/1,14,16,1,16,16
2,DAR ES SALAAM,206,TEMEKE,S1434,PIUS SECONDARY SCHOOL,CHEMISTRY,132,132/1,55,57,2,29,28
2,DAR ES SALAAM,206,TEMEKE,S1593,KENT SECONDARY SCHOOL,CHEMISTRY,132,132/1,19,21,1,21,21
2,DAR ES SALAAM,206,TEMEKE,S1722,TEMEKE SECONDARY SCHOOL,CHEMISTRY,132,132/1,140,142,5,29,28
2,DAR ES SALAAM,206,TEMEKE,S3535,DEBRABANT SECONDARY SCHOOL,CHEMISTRY,132,132/1,22,24,1,24,24
2,DAR ES SALAAM,206,TEMEKE,S3795,YEMEN SECONDARY SCHOOL,CHEMISTRY,132,132/1,10,12,1,12,12
2,DAR ES SALAAM,207,KIGAMBONI,S4217,ALGEBRA ISLAMIC SEMINARY,CHEMISTRY,132,132/1,25,27,1,27,27
2,DAR ES SALAAM,208,UBUNGO,S0264,BARBRO-JOHANSSON SECONDARY SCHOOL,CHEMISTRY,132,132/1,45,47,2,24,23
