REGION NUMBER, REGION NAME, DISTRICT NUMBER, DISTRICT NAME, CENTRE NUMBER, CENTRE NAME, SUBJECT NAME,SUBJECT CODE, SUBJECT PAPER, TOTAL REGISTERED, PAPER ENCLOSED,ENVELOPES NUMBER, EACH ENVELOPE, LAST ENVOLOPE
6,KIGOMA,603,KIGOMA (V),S0725,NEWMAN SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,30,32,1,32,32
6,KIGOMA,603,KIGOMA (V),S1270,NYARUBANDA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,126,128,3,43,42
6,KIGOMA,603,KIGOMA (V),S4862,GOMBE HIGH SCHOOL,GENERAL STUDIES,111,111/1,32,34,1,34,34
6,KIGOMA,604,KIGOMA (M),S0320,KIGOMA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,224,226,5,46,45
6,KIGOMA,604,KIGOMA (M),S0385,UJIJI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,40,42,1,42,42
6,KIGOMA,604,KIGOMA (M),S1351,BURONGE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,40,42,1,42,42
6,KIGOMA,605,UVINZA,S1611,KALENGE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,63,65,2,33,32
6,KIGOMA,605,UVINZA,S3941,LUGUFU GIRLS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,114,116,3,39,38
6,KIGOMA,605,UVINZA,S5353,LUGUFU BOYS SECONDARY,GENERAL STUDIES,111,111/1,177,179,4,45,44
6,KIGOMA,606,KASULU (M),S0560,KASULU SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,40,42,1,42,42
6,KIGOMA,606,KASULU (M),S0912,BOGWE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,172,174,4,44,43
6,KIGOMA,606,KASULU (M),S2211,MWILAMVYA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,43,45,1,45,45
6,KIGOMA,607,BUHIGWE,S0585,MUNANILA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,134,136,3,46,45
7,KILIMANJARO,701,HAI,S0125,LYAMUNGO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,455,457,10,46,45
7,KILIMANJARO,701,HAI,S0212,MACHAME GIRLS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,321,323,7,47,46
7,KILIMANJARO,701,HAI,S0223,MASAMA GIRLS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,36,38,1,38,38
7,KILIMANJARO,701,HAI,S0514,UROKI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,12,14,1,14,14
7,KILIMANJARO,701,HAI,S0635,MSUFINI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,138,140,3,47,46
7,KILIMANJARO,701,HAI,S0825,MUDIO ISLAMIC SEMINARY,GENERAL STUDIES,111,111/1,55,57,2,29,28
7,KILIMANJARO,701,HAI,S1288,HAI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,108,110,3,37,36
7,KILIMANJARO,701,HAI,S4016,ISALU EXCEL HIGH SCHOOL,GENERAL STUDIES,111,111/1,27,29,1,29,29
7,KILIMANJARO,701,HAI,S4922,WATU SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,14,16,1,16,16
7,KILIMANJARO,702,MOSHI (V),S0121,ST. JAMES SEMINARY,GENERAL STUDIES,111,111/1,17,19,1,19,19
7,KILIMANJARO,702,MOSHI (V),S0130,MAUA SEMINARY,GENERAL STUDIES,111,111/1,63,65,2,33,32
7,KILIMANJARO,702,MOSHI (V),S0160,UMBWE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,337,339,7,49,48
7,KILIMANJARO,702,MOSHI (V),S0165,URU SEMINARY,GENERAL STUDIES,111,111/1,50,52,2,26,26
7,KILIMANJARO,702,MOSHI (V),S0184,AGAPE LUTHERAN J SEMINARY,GENERAL STUDIES,111,111/1,28,30,1,30,30
7,KILIMANJARO,702,MOSHI (V),S0201,ASHIRA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,366,368,8,46,46
7,KILIMANJARO,702,MOSHI (V),S0205,KIBOSHO GIRLS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,119,121,3,41,40
7,KILIMANJARO,702,MOSHI (V),S0221,WERUWERU SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,304,306,7,44,43
7,KILIMANJARO,702,MOSHI (V),S0356,VUNJO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,66,68,2,34,34
7,KILIMANJARO,702,MOSHI (V),S0388,MARANGU SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,116,118,3,40,39
7,KILIMANJARO,702,MOSHI (V),S0474,KISOMACHI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,29,31,1,31,31
7,KILIMANJARO,702,MOSHI (V),S0663,SANGITI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,25,27,1,27,27
7,KILIMANJARO,702,MOSHI (V),S0782,MWIKA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,125,127,3,43,42
7,KILIMANJARO,702,MOSHI (V),S0927,LANGASANI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,67,69,2,35,34
7,KILIMANJARO,702,MOSHI (V),S1272,KISARIKA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,80,82,2,41,41
7,KILIMANJARO,702,MOSHI (V),S1522,SCOLASTICA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,277,279,6,47,46
7,KILIMANJARO,702,MOSHI (V),S4405,ST. AMEDEUS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,87,89,2,45,44
7,KILIMANJARO,702,MOSHI (V),S4569,ST. MARIE EUGENE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,56,58,2,29,29
7,KILIMANJARO,703,MOSHI (M),S0134,MOSHI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,222,224,5,45,44
7,KILIMANJARO,703,MOSHI (M),S0135,MOSHI TECHNICAL SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,189,191,4,48,47
7,KILIMANJARO,703,MOSHI (M),S0328,MAWENZI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,229,231,5,47,46
7,KILIMANJARO,703,MOSHI (M),S0485,MAJENGO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,834,836,17,50,49
7,KILIMANJARO,703,MOSHI (M),S1187,ST.MARY GORETI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,249,251,6,42,41
7,KILIMANJARO,703,MOSHI (M),S1284,NORTHERN HIGHLANDS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,15,17,1,17,17
7,KILIMANJARO,703,MOSHI (M),S1757,BENDEL MEMORIAL SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,123,125,3,42,41
7,KILIMANJARO,703,MOSHI (M),S4586,ZACHARIA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,16,18,1,18,18
7,KILIMANJARO,705,ROMBO,S0207,KIRAENI GIRLS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,47,49,1,49,49
7,KILIMANJARO,705,ROMBO,S0389,SHAURITANGA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,38,40,1,40,40
7,KILIMANJARO,705,ROMBO,S0506,UNGWASI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,20,22,1,22,22
7,KILIMANJARO,705,ROMBO,S0544,MKUU SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,260,262,6,44,43
7,KILIMANJARO,705,ROMBO,S0818,TARAKEA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,174,176,4,44,44
7,KILIMANJARO,706,SAME,S0150,SAME SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,354,356,8,45,44
7,KILIMANJARO,706,SAME,S0188,KIRINJIKO ISLAMIC SEMINARY,GENERAL STUDIES,111,111/1,172,174,4,44,43
7,KILIMANJARO,706,SAME,S0353,PARANE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,24,26,1,26,26
7,KILIMANJARO,706,SAME,S0419,CHOME SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,39,41,1,41,41
7,KILIMANJARO,706,SAME,S0489,SUJI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,34,36,1,36,36
7,KILIMANJARO,706,SAME,S0901,KISIWANI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,71,73,2,37,36
7,KILIMANJARO,706,SAME,S2315,KANDOTO SAYANSI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,20,22,1,22,22
7,KILIMANJARO,707,SIHA,S0263,VISITATION GIRLS' SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,55,57,2,29,28
7,KILIMANJARO,707,SIHA,S0750,OSHARA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,61,63,2,32,31
7,KILIMANJARO,707,SIHA,S1183,SANYA JUU SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,91,93,2,47,46
7,KILIMANJARO,707,SIHA,S1466,MAGADINI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,55,57,2,29,28
7,KILIMANJARO,707,SIHA,S1661,NURU SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,29,31,1,31,31
7,KILIMANJARO,707,SIHA,S2180,MAGNIFICAT SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,69,71,2,36,35
7,KILIMANJARO,707,SIHA,S4797,FARAJA SIHA SEMINARY,GENERAL STUDIES,111,111/1,51,53,2,27,26
7,KILIMANJARO,708,MWANGA,S0253,GREEN BIRD GIRLS' SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,19,21,1,21,21
7,KILIMANJARO,708,MWANGA,S0355,LOMWE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,51,53,2,27,26
7,KILIMANJARO,708,MWANGA,S0468,KIRIKI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,28,30,1,30,30
7,KILIMANJARO,708,MWANGA,S0483,SAME SEMINARY,GENERAL STUDIES,111,111/1,19,21,1,21,21
7,KILIMANJARO,708,MWANGA,S0558,MWANGA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,94,96,2,48,48
7,KILIMANJARO,708,MWANGA,S0614,NYERERE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,70,72,2,36,36
7,KILIMANJARO,708,MWANGA,S0787,MSANGENI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,104,106,3,36,35
7,KILIMANJARO,708,MWANGA,S0811,KIFARU SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,104,106,3,36,35
7,KILIMANJARO,708,MWANGA,S0845,KIGONIGONI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,79,81,2,41,40
7,KILIMANJARO,708,MWANGA,S0851,USANGI DAY SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,122,124,3,42,41
7,KILIMANJARO,708,MWANGA,S0906,VUDOI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,105,107,3,36,35
7,KILIMANJARO,708,MWANGA,S4456,GREEN BIRD BOYS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,31,33,1,33,33
8,LINDI,801,KILWA,S0441,KILWA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,22,24,1,24,24
8,LINDI,801,KILWA,S4054,ILULU SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,24,26,1,26,26
8,LINDI,802,LINDI (V),S0141,NAMUPA SEMINARY,GENERAL STUDIES,111,111/1,5,7,1,7,7
8,LINDI,802,LINDI (V),S0812,MAHIWA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,204,206,5,42,41
8,LINDI,803,LINDI (M),S0324,LINDI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,189,191,4,48,47
8,LINDI,804,LIWALE,S0596,LIWALE DAY SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,140,142,3,48,47
8,LINDI,805,RUANGWA,S0726,MBEKENYERA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,73,75,2,38,37
8,LINDI,806,NACHINGWEA,S0551,NACHINGWEA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,87,89,2,45,44
9,MARA,901,BUNDA,S0313,IKIZU SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,67,69,2,35,34
9,MARA,901,BUNDA,S0556,MAKONGORO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,65,67,2,34,33
9,MARA,901,BUNDA,S0989,KIBARA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,14,16,1,16,16
9,MARA,902,MUSOMA (V),S0630,NYEGINA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,39,41,1,41,41
9,MARA,902,MUSOMA (V),S0925,KASOMA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,142,144,3,48,48
9,MARA,903,MUSOMA (M),S0129,MARA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,213,215,5,43,43
9,MARA,903,MUSOMA (M),S0136,MUSOMA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,252,254,6,43,42
9,MARA,903,MUSOMA (M),S0665,MWEMBENI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,90,92,2,46,46
9,MARA,903,MUSOMA (M),S0778,SONGE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,193,195,4,49,48
9,MARA,903,MUSOMA (M),S1625,J.W.BUKANGA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,25,27,1,27,27
9,MARA,904,BUTIAMA,S0281,CHIEF IHUNYO SEC SCHOOL,GENERAL STUDIES,111,111/1,285,287,6,48,47
9,MARA,904,BUTIAMA,S2804,MUSOMA UTALII S S,GENERAL STUDIES,111,111/1,42,44,1,44,44
9,MARA,905,TARIME (V),S0552,MAGOTO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,64,66,2,33,33
9,MARA,905,TARIME (V),S0881,MANGA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,53,55,2,28,27
9,MARA,905,TARIME (V),S5567,BOREGA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,45,47,1,47,47
9,MARA,906,RORYA,S0821,NYANDUGA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,68,70,2,35,35
9,MARA,906,RORYA,S4340,GIRANGO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,11,13,1,13,13
9,MARA,906,RORYA,S5231,MESHPEN SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,5,7,1,7,7
9,MARA,907,SERENGETI,S0601,SERENGETI DAY SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,85,87,2,44,43
9,MARA,907,SERENGETI,S1392,NATTA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,104,106,3,36,35
9,MARA,908,BUNDA (M),S0600,BUNDA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,132,134,3,45,44
9,MARA,909,TARIME (M),S0352,TARIME SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,230,232,5,47,46
10,MBEYA,1001,CHUNYA,S0774,LUPA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,72,74,2,37,37
10,MBEYA,1001,CHUNYA,S1584,KIWANJA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,185,187,4,47,46
10,MBEYA,1002,BUSOKELO,S0178,MANOW LUTHERAN JUNIOR SEMINARY,GENERAL STUDIES,111,111/1,72,74,2,37,37
10,MBEYA,1002,BUSOKELO,S0417,MWAKALELI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,400,402,9,45,44
10,MBEYA,1002,BUSOKELO,S1201,LUFILYO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,456,458,10,46,45
10,MBEYA,1002,BUSOKELO,S1340,LWANGWA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,135,137,3,46,45
10,MBEYA,1003,KYELA,S0757,KYELA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,178,180,4,45,45
10,MBEYA,1003,KYELA,S1262,MATEMA BEACH SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,175,177,4,45,44
10,MBEYA,1003,KYELA,S4236,DINOBB  HIGH SCHOOL,GENERAL STUDIES,111,111/1,23,25,1,25,25
10,MBEYA,1004,MBEYA (V),S0640,MBALIZI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,130,132,3,44,44
10,MBEYA,1004,MBEYA (V),S0867,PANDAHILL SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,440,442,9,50,49
10,MBEYA,1004,MBEYA (V),S0890,IWALANJE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,151,153,4,39,38
10,MBEYA,1004,MBEYA (V),S0913,USONGWE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,192,194,4,49,48
10,MBEYA,1004,MBEYA (V),S1141,SWILLA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,121,123,3,41,41
10,MBEYA,1004,MBEYA (V),S2359,MAGHABE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,35,37,1,37,37
10,MBEYA,1004,MBEYA (V),S3885,WENDA HIGH SCHOOL,GENERAL STUDIES,111,111/1,97,99,2,50,49
10,MBEYA,1005,MBEYA (M),S0112,IYUNGA TECHNICAL SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,253,255,6,43,42
10,MBEYA,1005,MBEYA (M),S0211,LOLEZA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,433,435,9,49,48
10,MBEYA,1005,MBEYA (M),S0330,MBEYA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,290,292,6,49,48
10,MBEYA,1005,MBEYA (M),S0341,SANGU SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,277,279,6,47,46
10,MBEYA,1005,MBEYA (M),S0443,META SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,202,204,5,41,40
10,MBEYA,1005,MBEYA (M),S0457,IGAWILO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,111,113,3,38,37
10,MBEYA,1005,MBEYA (M),S0681,IVUMWE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,222,224,5,45,44
10,MBEYA,1005,MBEYA (M),S0741,ITENDE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,79,81,2,41,40
10,MBEYA,1005,MBEYA (M),S0909,NAZARENE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,4,6,1,6,6
10,MBEYA,1005,MBEYA (M),S1055,SOUTHERN HIGHLANDS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,55,57,2,29,28
10,MBEYA,1005,MBEYA (M),S1361,SAMORA MACHEL SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,130,132,3,44,44
10,MBEYA,1005,MBEYA (M),S1623,AGGREY SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,80,82,2,41,41
10,MBEYA,1005,MBEYA (M),S2341,MLIMA MBEYA HIGH SCHOOL,GENERAL STUDIES,111,111/1,24,26,1,26,26
10,MBEYA,1005,MBEYA (M),S2378,AIRPORT SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,32,34,1,34,34
10,MBEYA,1005,MBEYA (M),S3905,UWATA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,200,202,5,41,40
10,MBEYA,1005,MBEYA (M),S3993,VANESSA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,8,10,1,10,10
10,MBEYA,1005,MBEYA (M),S4193,HARRISON UWATA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,140,142,3,48,47
10,MBEYA,1005,MBEYA (M),S4628,JIFUNZENI SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,20,22,1,22,22
10,MBEYA,1008,MBARALI,S0524,RUJEWA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,74,76,2,38,38
10,MBEYA,1008,MBARALI,S0561,MONTFORT SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,19,21,1,21,21
10,MBEYA,1008,MBARALI,S1148,MADIBIRA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,112,114,3,38,38
10,MBEYA,1009,RUNGWE,S0149,RUNGWE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,517,519,11,48,47
10,MBEYA,1009,RUNGWE,S0418,LUTENGANO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,31,33,1,33,33
10,MBEYA,1009,RUNGWE,S1043,TUKUYU SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,235,237,5,48,47
10,MBEYA,1009,RUNGWE,S1645,LUBALA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,69,71,2,36,35
10,MBEYA,1009,RUNGWE,S2427,ISONGOLE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,306,308,7,44,44
10,MBEYA,1009,RUNGWE,S4472,GOD'S BRIDGE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,24,26,1,26,26
11,MOROGORO,1101,KILOMBERO,S0716,MALECELA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,21,23,1,23,23
11,MOROGORO,1102,KILOSA,S0367,KILOSA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,130,132,3,44,44
11,MOROGORO,1102,KILOSA,S0668,DAKAWA HIGH SCHOOL,GENERAL STUDIES,111,111/1,244,246,5,50,49
11,MOROGORO,1102,KILOSA,S0729,MSOLWA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,138,140,3,47,46
11,MOROGORO,1102,KILOSA,S0766,KIMAMBA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,139,141,3,47,47
11,MOROGORO,1103,MOROGORO (V),S0896,KIZUKA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,46,48,1,48,48
11,MOROGORO,1104,MOROGORO (M),S0107,LUTHERAN JUNIOR SEMINARY,GENERAL STUDIES,111,111/1,75,77,2,39,38
11,MOROGORO,1104,MOROGORO (M),S0154,ST.PETER'S SEMINARY,GENERAL STUDIES,111,111/1,13,15,1,15,15
11,MOROGORO,1104,MOROGORO (M),S0206,KILAKALA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,108,110,3,37,36
11,MOROGORO,1104,MOROGORO (M),S0210,BIGWA SISTERS SEMINARY,GENERAL STUDIES,111,111/1,42,44,1,44,44
11,MOROGORO,1104,MOROGORO (M),S0310,FOREST HILL SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,59,61,2,31,30
11,MOROGORO,1104,MOROGORO (M),S0332,MOROGORO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,296,298,6,50,49
11,MOROGORO,1104,MOROGORO (M),S0359,KIGURUNYEMBE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,211,213,5,43,42
11,MOROGORO,1104,MOROGORO (M),S2859,MAFIGA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,19,21,1,21,21
11,MOROGORO,1104,MOROGORO (M),S3914,ALFAGEMS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,345,347,7,50,49
11,MOROGORO,1104,MOROGORO (M),S4709,LAMIRIAM SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,10,12,1,12,12
11,MOROGORO,1104,MOROGORO (M),S5014,PADUCAH HILL SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,33,35,1,35,35
11,MOROGORO,1104,MOROGORO (M),S5196,GREEN CITY SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,42,44,1,44,44
11,MOROGORO,1105,GAIRO,S0759,GAIRO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,66,68,2,34,34
11,MOROGORO,1106,MVOMERO,S0140,MZUMBE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,121,123,3,41,41
11,MOROGORO,1106,MVOMERO,S0617,LUSANGA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,176,178,4,45,44
11,MOROGORO,1107,ULANGA,S0117,KASITA SEMINARY,GENERAL STUDIES,111,111/1,34,36,1,36,36
11,MOROGORO,1107,ULANGA,S0123,KWIRO SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,321,323,7,47,46
11,MOROGORO,1107,ULANGA,S0266,REGINAMUNDI GIRLS' SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,17,19,1,19,19
11,MOROGORO,1107,ULANGA,S1535,NAWENGE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,107,109,3,37,36
11,MOROGORO,1108,IFAKARA (M),S0370,IFAKARA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,351,353,8,45,44
12,MTWARA,1201,MASASI,S0338,NDANDA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,470,472,10,48,47
12,MTWARA,1203,MTWARA (M),S0139,MTWARA TECHNICAL SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,140,142,3,48,47
12,MTWARA,1203,MTWARA (M),S0215,MTWARA GIRLS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,151,153,4,39,38
12,MTWARA,1203,MTWARA (M),S1077,OCEAN SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,300,302,7,44,43
12,MTWARA,1203,MTWARA (M),S1463,AMANAH ISLAMIC SEMINARY,GENERAL STUDIES,111,111/1,17,19,1,19,19
12,MTWARA,1203,MTWARA (M),S2153,AQUINAS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,45,47,1,47,47
12,MTWARA,1204,NEWALA,S0746,MNYAMBE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,20,22,1,22,22
12,MTWARA,1205,TANDAHIMBA,S0677,TANDAHIMBA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,75,77,2,39,38
12,MTWARA,1205,NEWALA (M),S0831,NANGWANDA GIRLS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,108,110,3,37,36
12,MTWARA,1205,NEWALA (M),S1411,KIUTA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,52,54,2,27,27
12,MTWARA,1206,MASASI (M),S0213,MASASI GIRLS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,131,133,3,45,44
13,MWANZA,1301,ILEMELA,S0104,BWIRU BOYS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,108,110,3,37,36
13,MWANZA,1301,ILEMELA,S0202,BWIRU GIRLS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,409,411,9,46,45
13,MWANZA,1301,ILEMELA,S0249,LORETO GIRLS SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,92,94,2,47,47
13,MWANZA,1301,ILEMELA,S1609,RORYA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,79,81,2,41,40
13,MWANZA,1301,ILEMELA,S1665,NYASAKA ISLAMIC SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,40,42,1,42,42
13,MWANZA,1302,KWIMBA,S0554,NGUDU SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,197,199,4,50,49
13,MWANZA,1302,KWIMBA,S0770,SUMVE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,160,162,4,41,40
13,MWANZA,1302,KWIMBA,S1107,MWAMASHIMBA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,131,133,3,45,44
13,MWANZA,1303,MAGU,S0539,MAGU SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,284,286,6,48,47
13,MWANZA,1303,MAGU,S1498,LUGEYE SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,81,83,2,42,41
13,MWANZA,1304,MWANZA JIJI,S0144,NSUMBA SECONDARY SCHOOL,GENERAL STUDIES,111,111/1,399,401,9,45,44
13,MWANZA,1304,MWANZA JIJI,S0146,NYEGEZI SEMINARY,GENERAL STUDIES,111,111/1,46,48,1,48,48
